MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
18.5,27,27.8,44,15,15,81,56,1020.4,1018.2,19.6,26,Yes,No
19.3,26.3,0.2,43,7,30,70,55,1018.4,1014.7,22.7,25.2,No,No
19.5,26.6,0,91,7,17,64,62,1013,1008.4,22.5,25.8,No,Yes
19.2,29.3,5.4,57,9,13,57,74,1005.5,1004.7,24.2,22.5,Yes,Yes
15.1,28,5,35,15,26,47,25,1016.9,1015,19.4,27.5,Yes,No
16.1,29.7,0.2,31,19,19,58,33,1021,1018.7,19.9,28.7,No,No
19.6,27.9,0,48,13,26,66,57,1023.9,1023.6,23.9,27.8,No,No
21.7,27,0,33,0,22,58,54,1026.9,1024.2,25.5,26.4,No,No
20.4,26.8,1,39,6,19,75,58,1022.5,1018.9,21.7,25.2,No,No
18.7,26.7,0,37,6,20,68,60,1017.8,1014.5,23.6,25.7,No,No
20.3,27,0,41,6,19,70,63,1017.6,1013.2,23,25.7,No,No
20.1,23.2,0.4,54,24,31,79,89,1016.4,1015.3,20.3,17.5,No,Yes
17.1,25.2,6.8,35,11,9,82,67,1020,1019.6,19.8,24.7,Yes,No
19.7,24.9,0.6,37,11,9,89,72,1022.5,1021.2,21.2,24.4,No,Yes
20.6,22.2,18,35,2,7,89,77,1022.3,1020,21.2,20.3,Yes,Yes
18,24.7,7.4,26,13,11,84,66,1017,1013.3,18.7,24.3,Yes,No
18.7,25.7,0.8,41,15,24,80,59,1015.3,1015,20.6,24.4,No,No
19.4,27,0.2,35,11,22,69,55,1020.1,1019.2,22.4,27,No,Yes
17.5,25,3.6,26,15,15,79,64,1022.4,1019.7,19.6,23.5,Yes,No
17.5,26.4,0,31,13,17,78,66,1019.7,1017.5,20.5,24.6,No,No
18.1,26,0,26,11,20,91,67,1017.9,1014.6,18.9,24.7,No,No
18.9,26.3,0,31,13,24,82,70,1017.5,1015,21.3,25.1,No,No
19.9,22.3,0,43,11,19,82,74,1018.5,1016.5,20.4,21.5,No,Yes
18,26,5.6,50,13,24,80,63,1018.8,1016.9,20.6,23.8,Yes,Yes
17.2,21.7,3.4,48,9,7,86,86,1020.9,1020.8,19.2,19.5,Yes,Yes
15.3,22.4,16,39,13,9,83,63,1025.5,1023.6,16.9,21.1,Yes,Yes
17.2,23.2,5,22,13,13,77,53,1023.9,1020.1,19.6,22.9,Yes,No
15.9,24.1,0,22,13,17,68,58,1021.4,1017.9,20.4,23.2,No,No
17.8,24.7,0,17,11,7,74,82,1016.9,1012.7,20.2,20,No,Yes
18.9,28,5.6,37,22,9,64,55,1005.5,1002.9,24.1,25.7,Yes,Yes
17.9,21,5,54,26,22,76,74,1011.1,1011.9,19.1,20,Yes,Yes
16,20.6,3.8,52,20,15,86,88,1016.8,1016.1,17.8,18.5,Yes,Yes
13.5,21,2.8,41,20,15,64,69,1020.4,1018.8,17.2,19.4,Yes,Yes
13.4,21.9,4.2,50,22,28,58,64,1020.7,1018.4,17.3,20.8,Yes,Yes
14.3,23.3,29.6,43,20,22,69,57,1019.8,1017.3,17.7,21.9,Yes,No
13.1,23.7,0,41,19,22,65,39,1019.6,1017.4,17.2,23.1,No,No
13.5,26.5,0,35,15,13,68,31,1016.3,1011.7,16.7,26.1,No,No
15,22.7,0,41,17,22,60,42,1016.4,1014.8,19.2,20.8,No,No
13.2,22.9,0,28,17,17,61,56,1018.4,1014.7,16.3,21.9,No,No
13.2,25.3,0,35,20,15,48,31,1021.1,1018.5,15.9,24.4,No,No
12.4,25.8,0,20,17,11,67,32,1018.7,1014.9,15.8,24.4,No,No
13.4,26.1,0,24,20,13,59,36,1017.6,1014.9,17.6,24,No,No
14.1,29.9,0,41,15,6,53,28,1013.7,1011.3,19.3,28.9,No,Yes
17.6,20.9,6.8,39,7,15,84,67,1023.2,1019.2,17.7,20.7,Yes,Yes
15.5,23.1,9.2,30,7,6,72,63,1015,1011.5,18.2,22.6,Yes,No
16.9,17.9,0.4,35,19,15,83,87,1023.5,1023.1,17.9,17,No,Yes
15,20.6,20.2,20,11,11,75,67,1025.9,1022.1,17.4,20.4,Yes,No
14.9,25.7,0,31,13,15,71,61,1017.7,1013.3,18.4,23.6,No,Yes
18.2,25.3,3.4,44,15,20,83,28,1012.5,1011.4,18.6,24.3,Yes,No
11.3,23,0,31,19,15,59,44,1017.7,1013.8,14.7,19.6,No,No
13.3,22.2,0,46,17,19,71,35,1006.9,1001.9,16.1,21.5,No,Yes
11.7,15.7,1.2,57,13,35,81,46,996.5,994.8,12.7,14.8,Yes,Yes
10.8,20.5,3.8,54,20,31,61,31,1001.9,1003.7,15,19.3,Yes,No
10.3,20.9,0,39,22,7,54,32,1017.9,1016.8,12.8,20.2,No,No
10.7,23.4,0,39,26,6,58,35,1021.2,1018.5,14.6,21.6,No,No
11.2,20.7,0,43,20,20,59,41,1023.8,1022.9,13.9,19.3,No,No
11.1,21,0,46,19,19,66,65,1026.2,1024.3,14.2,18.2,No,Yes
11.8,21.9,7.4,26,9,13,84,62,1026.3,1023.6,13.9,18.8,Yes,No
12,24.8,0.4,35,13,13,80,51,1023.9,1020,14.5,21.4,No,No
14.4,22.9,0.8,41,15,20,76,59,1022.2,1022.1,16.7,19.9,No,No
12.6,23,0,37,17,20,73,51,1030.1,1028.5,16.7,22.7,No,Yes
13.7,23,11.2,26,20,9,74,52,1030.5,1027.2,15.6,21,Yes,No
12.6,23.2,0.2,28,13,17,78,54,1029.3,1025.8,14.8,21.4,No,No
11.7,22.9,0,24,15,13,82,51,1028.7,1025.3,13.7,21.5,No,No
12,25.3,0,28,19,13,75,40,1029.4,1027,14.6,23.3,No,No
12,24.2,0,26,11,13,72,55,1030.4,1026.7,14.3,22.4,No,No
13,24.8,0,20,15,7,69,41,1028.3,1025.2,14.8,24.4,No,No
13.1,26.1,0,24,19,7,72,33,1026,1022.4,15.8,25.8,No,No
14.4,25.5,0,24,17,7,69,41,1022.9,1019.6,16.2,25.2,No,No
14.8,23.5,0,26,13,13,66,58,1024.4,1022.6,17.5,22.6,No,No
13.1,27.1,0,24,13,6,82,30,1023.5,1018.7,14.9,26.8,No,No
13.9,25.1,0,22,11,13,64,41,1017.9,1013,16.5,23.8,No,No
15.7,25.2,0,35,13,15,62,45,1015.4,1014,17.7,22.6,No,No
15.5,26.9,0,26,19,17,75,43,1018.3,1017.1,17.2,24.9,No,No
14.1,23.6,0,30,13,17,81,59,1023.4,1020.9,16.3,23.3,No,No
16,24,0,48,11,26,68,46,1018,1010.8,19.4,23.8,No,No
17.1,24.1,0,48,22,26,54,31,1013.8,1013.5,19.3,23.2,No,No
12.8,21.3,0,35,20,22,59,61,1023.1,1022.1,15.3,19.7,No,No
14.5,21.4,0,33,19,17,71,58,1026.8,1024.5,15.9,20.7,No,Yes
14.3,20.7,2.4,31,15,17,86,61,1026.9,1022.8,15.2,20,Yes,Yes
14.8,20.7,11.2,46,7,26,87,70,1020.5,1018,17,17.8,Yes,No
12.4,22.3,1,30,11,9,85,54,1017.2,1014.9,14.5,19.9,No,No
10.5,20.3,0,39,9,17,70,42,1018.4,1016.2,13.2,19.5,No,No
11.2,22.3,0,33,24,13,69,53,1024.1,1022.9,13.6,22,No,Yes
13.6,19.8,8.6,30,19,11,91,80,1025.7,1024.1,15.3,18,Yes,Yes
14.5,15.5,13.2,48,22,17,86,85,1026.3,1024.8,15.3,14.9,Yes,Yes
10.1,19.4,6.8,39,26,19,67,60,1027.2,1025,12.2,17.8,Yes,No
10.5,17.7,0,46,17,24,65,59,1026.9,1025.8,11.9,16,No,Yes
8.6,18.4,2.2,46,22,17,71,73,1028.4,1027.3,10.4,16.9,Yes,Yes
10.4,19.2,13.8,31,20,19,91,49,1030.5,1027.4,13,18.8,Yes,Yes
10.4,19.6,5.6,24,19,9,86,62,1026.6,1022.8,11.9,17.7,Yes,No
11.1,20.4,0,30,15,9,86,52,1022,1018.9,12.1,19.5,No,No
10.7,20.9,0,28,15,15,85,48,1019.4,1015,11.8,20.4,No,Yes
11.8,19.9,5,31,17,19,89,53,1012.1,1009.2,14.3,19.2,Yes,No
10.3,17.2,0.2,54,13,22,65,49,1008.9,1008.3,13,16.9,No,No
9.3,19.5,0.4,44,15,11,78,36,1020.8,1018.4,11.3,19.4,No,No
10,19.8,0,43,20,19,63,46,1023.4,1024,13.5,17.8,No,No
11.4,20.4,0,35,22,11,67,51,1030.1,1027.9,12.5,18.7,No,No
10.6,21.5,0,24,15,13,81,57,1027.8,1022.9,12,19.8,No,No
12,21.3,0,28,6,6,66,54,1019.9,1015.9,15.5,19.6,No,No
10.5,21.9,0,30,22,11,79,31,1020.4,1018.5,11.8,21.4,No,No
11.1,19.7,0,26,15,4,79,49,1023,1020,11.9,19.6,No,No
10,16.6,0,37,15,22,76,57,1014.9,1008.6,13.5,15.8,No,No
11.5,16.7,0,81,28,33,47,35,1007.1,1003.4,12.1,16.1,No,No
11.1,18.1,0,76,31,39,45,35,1012.2,1012.8,14.8,17.7,No,No
10.7,22.2,0,41,17,15,47,31,1018.8,1017.9,15.1,21.1,No,No
10.4,21.2,0,30,11,9,68,39,1021,1015.1,12.1,20.4,No,No
12,22.8,0,96,28,20,36,34,1007.2,999.9,15.8,20.3,No,No
10,16.4,0,69,28,28,45,37,1004.5,1004.8,12.1,15.5,No,No
9.4,16.1,0,50,24,22,53,29,1015.1,1015.7,11.4,16,No,No
8.9,19.1,0,33,20,7,64,36,1025,1024,10.1,18.3,No,No
7.4,20.2,0,37,28,13,67,36,1027.6,1025.2,9.6,19.2,No,No
6.7,18.3,0,28,19,13,71,54,1027.3,1023.3,9.1,17.2,No,No
6.7,20.4,0,30,9,7,71,33,1021.3,1016.6,9.3,19.6,No,No
8.2,18,0,48,17,28,62,33,1016.2,1012,10.1,17.3,No,No
8.2,18.1,0,43,17,24,59,36,1013.6,1010.8,11.6,16.2,No,No
8.3,19.5,0,43,17,19,59,35,1014.4,1011.9,10.7,18.8,No,No
7.9,18.7,0,33,20,6,66,51,1016.6,1012.2,9,16.2,No,No
6.6,21.3,0,67,11,22,49,22,1007.6,999.6,11.9,20.7,No,No
8.8,17.3,0.2,61,15,37,52,32,1005.8,1005.1,11.9,16.8,No,No
9,18.5,0,35,17,19,58,32,1017.4,1016,11.8,18.2,No,No
6.4,18.5,0.2,44,11,26,64,33,1019.6,1017.1,8.9,17.7,No,No
6.5,16.3,0,46,28,24,54,47,1027.4,1027.3,8.2,15.1,No,No
6.6,17.9,0,35,17,19,62,64,1032,1029,9.2,15.7,No,Yes
9.2,15.6,1.6,22,13,2,88,74,1025.8,1021.3,11.5,15.3,Yes,Yes
11.4,18.5,1.8,41,4,20,86,52,1013.7,1010.7,13.2,17.9,Yes,No
9.5,19.9,0,56,20,26,56,33,1012.6,1008.6,13.1,19.1,No,No
8.6,15.9,0,63,28,39,47,35,1011.2,1011.1,9.6,14.1,No,No
8.5,14.9,0,70,26,24,50,57,1021.2,1021.4,10.1,13.6,No,No
9.8,15.3,0.2,54,20,22,66,60,1025.7,1024.9,11.2,15.2,No,No
8.9,18.3,0,31,22,17,69,64,1026.9,1023.3,9.9,15.7,No,No
8.7,19,0,24,22,11,81,59,1024.6,1022.3,10.8,16.5,No,No
8.9,18.9,0,22,17,13,87,57,1025.5,1021.6,10.7,17.1,No,No
8.5,19.8,0,20,11,9,83,48,1022.5,1019.2,10.9,19.7,No,No
9.6,18.8,0,52,9,15,82,59,1023,1019.9,11.5,18.3,No,Yes
11.3,18.7,8.2,43,22,24,90,42,1024.9,1020.4,13,17.2,Yes,Yes
9.4,21,4.2,31,20,15,65,38,1024.6,1021.5,11.9,18.7,Yes,No
8.8,18.5,0,46,15,15,62,41,1021.3,1018.1,11.9,17.4,No,No
11.8,23.3,0,44,22,20,49,27,1018,1013.2,14.9,22.9,No,No
13,24,0,41,13,22,44,31,1018,1014.5,17.3,23.3,No,No
13.9,25,0,61,24,35,40,21,1014.2,1007.3,17.7,24.5,No,No
15.9,18.2,0,72,22,28,41,23,1007.2,1008.7,16.8,16.7,No,No
7.2,16.1,0,46,28,28,45,36,1024.6,1026.8,9.6,15,No,No
5.5,17.6,0,28,20,15,60,45,1034.1,1032.2,8.4,16.5,No,No
6.4,17.2,0,26,17,20,69,58,1034.4,1030.4,9.9,16,No,No
7.9,20.6,0,33,17,17,75,40,1032,1030.1,10,17.5,No,No
6.5,22.4,0,35,20,11,64,43,1032.6,1026.2,9.7,20.1,No,No
9.6,20.4,0,41,28,13,53,36,1029.6,1027.5,11.4,18.8,No,No
9.1,18.1,0,24,17,15,76,64,1032.1,1029.6,10.9,16.9,No,No
8.9,19.2,0,26,13,15,94,62,1029.9,1024.7,10.2,18.6,No,No
9.9,23.2,0,31,9,9,46,27,1022.4,1017.6,12.7,22.7,No,No
8.1,14.4,0,48,15,24,62,45,1025.4,1025.1,10.3,13.7,No,Yes
6.3,15.4,21.4,44,17,11,84,78,1030,1028.2,8.9,12.3,Yes,Yes
7.9,17,19.4,37,19,20,77,46,1033.3,1031.9,10.5,16.2,Yes,No
6.4,19.3,0.2,30,20,22,64,49,1035,1032.5,9.5,18.1,No,No
7.9,19,0,28,17,17,81,53,1031.6,1026.5,10.5,17.8,No,No
8.7,16.8,0,26,13,13,86,70,1023.8,1019,10.3,16.4,No,Yes
10.3,17.5,28.6,46,28,22,90,74,1010.3,1004.2,14.4,17,Yes,Yes
11,15.7,21.8,63,31,28,94,90,1001.8,1005,13.8,13.3,Yes,Yes
12.8,17.7,38.4,78,28,26,69,80,1015.3,1016.6,15.5,14.5,Yes,Yes
9.5,17.1,8.2,44,22,22,68,54,1024.7,1024.5,12.5,15.7,Yes,Yes
9.4,18.1,10.8,43,19,22,86,65,1029.2,1027,11.7,17.1,Yes,Yes
11.2,19.6,10.2,28,17,17,88,61,1031.8,1029,13.2,18.5,Yes,Yes
9.9,19.3,3.2,31,4,20,92,85,1031.6,1029.3,11.8,14.8,Yes,Yes
11.1,19.4,3.8,22,17,11,88,64,1029.7,1026.4,13,18.4,Yes,No
10.5,19.3,0,44,13,19,81,61,1025.7,1022.4,13.7,18.8,No,Yes
11.6,15.6,12.6,52,2,9,93,87,1024.3,1022.7,13.6,14.9,Yes,Yes
13.4,19.8,13.2,56,19,28,80,54,1025.3,1023.9,15.3,18.7,Yes,Yes
12.3,19.7,15.2,48,20,26,81,51,1026.8,1025.9,15.3,17.8,Yes,Yes
9.4,18,2,50,17,24,85,65,1026.7,1024,12.1,15.8,Yes,Yes
12,16.1,3.2,52,20,22,89,84,1023.9,1021.7,12.5,14.9,Yes,Yes
11.7,20.8,3,37,20,15,67,55,1021.1,1017.2,14.8,20.5,Yes,No
10.7,23.6,0,31,13,13,77,51,1016.9,1010.9,14.6,20.7,No,No
14.1,18.4,0.2,59,7,22,59,66,1009.1,1007.9,15.8,13.7,No,Yes
8.9,16.7,5,76,28,30,52,45,1013.3,1012.3,13.1,16.2,Yes,No
9.8,17.6,0.2,61,24,31,53,52,1015.9,1015.1,13.4,14.7,No,Yes
8.8,18.2,4.4,52,17,26,72,57,1021.8,1021.7,13.2,16.7,Yes,Yes
10.3,19.1,11,43,7,24,92,73,1029.7,1028.5,12.3,15.7,Yes,Yes
11.2,19,18.4,31,15,17,90,65,1032,1028.2,12.5,17.7,Yes,No
10.9,19.5,1,35,17,24,93,60,1029.5,1024.2,12.2,18.2,No,No
12.2,23.1,0,41,17,22,56,56,1019.4,1012.8,19.3,20.6,No,Yes
14,24.4,5,59,9,28,84,28,1008.2,1008.9,14.8,23.2,Yes,No
12.1,25.8,0.2,50,13,17,36,32,1016.7,1013.7,18.1,23.7,No,No
13.9,18.4,0.2,41,13,15,67,52,1025.7,1024.1,14.7,16.9,No,No
12.9,17.6,0.8,28,9,17,80,72,1026.9,1023.5,14.4,16.8,No,No
12.9,22.6,0.4,35,11,17,69,66,1020.6,1016,17.3,20.5,No,No
13.1,20.1,0,30,11,22,68,55,1018.6,1015.1,17.7,19.2,No,No
15.2,21.7,0,NA,28,4,76,66,1009.9,1005.5,18.6,20.6,No,NA
13.3,22.2,NA,61,35,30,36,25,1012.2,1010.1,17.7,20.9,NA,No
12.2,20.5,0,44,28,24,33,31,1018.6,1017.1,15.6,18.4,No,No
9.2,22.2,0,31,19,26,50,33,1022.3,1018.5,14.7,18.2,No,No
9.1,20.3,0,41,13,22,50,41,1024.5,1023.7,15.4,19.4,No,No
10.9,20.9,1,30,15,15,71,49,1030.5,1027.3,15.4,18.3,No,No
12.3,20.2,0.2,26,6,17,55,51,1032.1,1028.9,16.9,18.9,No,No
10.9,21.2,0,37,11,20,58,53,1030.2,1026.2,17.2,19.6,No,No
11.7,22.2,0,37,6,17,66,66,1022.7,1016.6,18.5,20.8,No,No
17.4,24.6,0,61,6,17,60,65,1011.9,1009.8,20,20.2,No,Yes
14.3,21.7,2,41,22,19,59,51,1017.9,1015.9,18.8,20.1,Yes,No
13,22.8,0.2,35,15,20,53,45,1021.1,1019.3,18.8,20.2,No,No
11.6,25.4,0.2,50,19,24,54,50,1021.9,1016.2,20.4,21.2,No,No
16.5,32.9,0,37,17,15,29,17,1014.6,1011.2,25.2,32.3,No,No
16.6,33.5,0,52,2,26,42,16,1013.7,1007.2,23.7,32.7,No,No
15.6,22.1,0,61,28,24,19,28,1017.7,1018.5,18.2,19.6,No,No
10.4,24.9,0,30,11,13,45,45,1022.1,1017.2,17.6,21.3,No,No
12.8,21.1,0,31,6,17,63,58,1021.1,1019.6,19,19.1,No,No
16.4,21.9,0,39,19,24,73,68,1020.2,1015.5,19.2,21.5,No,No
14,33.8,0,63,11,17,65,23,1016,1012.9,18.4,30.8,No,No
17.3,26,0,46,9,19,67,64,1019.2,1012.4,19.7,21.8,No,No
19.7,27.9,0,61,28,20,44,30,1007.8,1008.3,24.1,25.2,No,Yes
15.1,21.1,5.4,35,20,19,80,54,1018.7,1018,16.7,18.8,Yes,No
14.4,21.2,0,37,7,22,61,49,1023.2,1020.2,18.6,21,No,No
14,22.8,0.2,35,13,22,53,58,1019.5,1015.5,20.2,21.9,No,No
14.4,26.8,0,41,13,19,61,61,1016.8,1014.2,19.9,23.6,No,No
17,24.7,0,52,9,26,66,61,1017.5,1013.4,20.3,23.3,No,No
17.9,26.2,0,57,11,13,60,69,1007.6,1005.7,22.5,21.5,No,Yes
13.2,17.6,9.4,76,26,20,49,42,1008.5,1008.5,14.9,17.1,Yes,Yes
10.6,16,70.8,78,28,26,79,52,1011.7,1013.4,11.6,15.1,Yes,No
9,23.4,0.2,30,11,24,61,43,1018.4,1015.8,14.3,20.1,No,No
12.2,20.8,0,50,20,31,75,45,1024.6,1024.9,15.2,19.9,No,No
12.9,20.4,0,26,15,17,66,46,1029.8,1027.4,15.3,19.6,No,No
12.4,23.9,0,41,9,19,57,49,1027.5,1022.6,18.6,23.1,No,No
15.8,20.8,0,69,33,22,59,74,1028.7,1029.8,19.8,17,No,No
15,18.7,0.4,31,19,19,50,49,1032.5,1030.7,17.4,18.5,No,No
15,21.3,0,46,4,28,54,54,1027.1,1022,17.8,20.4,No,No
14.5,28,0,28,6,20,64,56,1018,1015.9,19.7,25.1,No,No
18.6,26.4,0,48,13,30,78,70,1020.1,1014.9,22,23.1,No,No
18.5,29.9,0.2,39,19,19,81,59,1015.3,1013.6,21,25.9,No,No
18.5,32.5,0,44,11,24,64,55,1010.2,1007.9,23.5,25.8,No,No
19.4,31.6,0,70,13,41,60,26,1007.8,1002.7,23.2,29.6,No,No
15.9,28.9,0,43,17,22,36,18,1012.2,1008.3,21.7,28,No,No
16.6,24.6,0,37,7,26,35,63,1017.2,1015.8,22.6,21.8,No,No
15.5,30.8,0,28,13,17,61,32,1015.6,1011.6,21.1,28.4,No,No
16.3,30.2,0,41,13,13,55,43,1013.4,1008.2,22.4,26.3,No,NA
21.3,36.5,NA,NA,28,24,35,31,1003.9,998.2,29.1,32.4,NA,Yes
13.7,23.5,2.4,56,28,22,26,23,1017.9,1017.9,16.8,21.8,Yes,No
13.8,21.5,0.2,37,11,26,52,57,1025.4,1023.7,17,19.5,No,No
16.1,21.8,0,46,13,31,60,64,1024,1019.4,20.4,21,No,No
17.7,23.5,0,67,15,30,67,75,1017.1,1012.6,20.7,21,No,Yes
15.5,23.2,2,50,24,28,64,57,1014.8,1013.9,20.1,20.9,Yes,No
16.5,22.1,0,30,9,22,54,56,1019.4,1019.5,20.6,21.8,No,No
14.4,23.1,0,41,9,22,61,60,1022.4,1018.9,21.4,21.9,No,No
16.5,26.2,0,54,22,24,60,53,1018.8,1017.6,23.1,25.2,No,No
18.7,23.6,0,37,13,20,73,61,1018.2,1016.8,20.7,22.2,No,No
16.6,23.2,0,35,7,20,51,66,1020.1,1019.6,21.3,19,No,No
16.4,22.2,0,33,6,20,66,51,1019.7,1016,18.8,21.6,No,No
18.5,23.5,0,39,15,22,64,68,1019.2,1015.7,20,22.1,No,No
17.7,32.2,0,72,2,13,69,39,1011.8,1006.7,23.3,31.7,No,No
18.9,24.1,0,39,7,24,60,50,1009.9,1010,20.1,22.6,No,Yes
18.1,28.5,5.6,74,22,44,87,27,1005.6,1001.5,18.2,28.1,Yes,No
15.2,25.5,0.4,35,15,24,38,48,1013.8,1011.8,21.3,22.9,No,No
18.6,26.7,0,43,20,24,60,45,1016.7,1016.4,22.3,25.2,No,No
18.1,24.9,0,41,11,28,65,59,1021.8,1018.6,21.9,22.7,No,No
18.8,31.1,0,41,6,24,56,57,1014.3,1008.7,24.8,26,No,No
22.1,33.9,0,63,7,22,36,46,1007.4,1004.6,31,30.3,No,No
19.1,26.3,0,37,9,19,50,60,1015.9,1011.5,23.6,23.4,No,No
19.6,30.1,0,44,4,22,62,54,1011.5,1007.4,24.9,28.9,No,No
21.1,30.2,0,33,6,28,71,76,1015,1007.4,23.5,23.6,No,Yes
21.8,24.7,5,52,13,24,65,56,1013,1016.4,24,21.6,Yes,No
19.3,23.3,0,41,17,26,58,66,1019.7,1016.6,21.5,21.9,No,No
18.9,20.9,0.4,43,26,20,71,61,1022,1022.4,19.8,20.3,No,NA
NA,23.3,NA,37,13,19,NA,46,NA,1021.3,NA,22.3,NA,NA
16.6,25.3,NA,43,7,28,66,62,1019.7,1015.1,20.9,24.3,NA,No
19.1,26.8,0,44,11,26,64,63,1014.2,1011.2,23.8,24.6,No,Yes
19.6,26.8,3.2,46,6,20,59,69,1011,1007.9,25.1,23.6,Yes,Yes
19,28.9,8.2,61,15,20,71,56,1011.9,1008.8,23.7,27.8,Yes,No
21.6,29.3,1,59,4,17,68,55,1013.2,1009.4,26.2,28.4,No,Yes
20,26.9,23.8,61,9,22,80,74,1012.5,1009.4,22.7,25.3,Yes,Yes
19.6,27.2,6.2,52,9,17,64,59,1008.3,1005.6,24.3,26.3,Yes,Yes
20.5,26.7,1.8,30,17,17,70,61,1007.7,1004.1,23.4,25.5,Yes,Yes
18.7,27.2,5.4,50,11,22,68,81,1006,1003.9,24.5,23.6,Yes,Yes
18.9,32,15.8,70,2,17,81,42,1006.8,1006.3,22,29.2,Yes,No
21.1,23.8,0.4,31,19,22,71,70,1015,1014.3,22.5,23,No,No
20.4,25.3,0,33,17,22,73,69,1014.8,1011.4,22.5,24.7,No,Yes
20.7,22,9.8,65,19,26,92,85,1005.5,1008.8,21.7,18.6,Yes,Yes
16.6,23,12.2,63,33,31,55,54,1017.5,1018.2,20.1,22.4,Yes,No
16.7,24.1,0,44,19,28,53,54,1018.6,1016.9,20.6,21.2,No,No
15.3,24.4,0,39,7,24,69,48,1014.4,1010.7,20,23.2,No,No
17.8,25.9,0,41,6,24,54,48,1012.2,1010.8,24.3,24.6,No,No
20,25,0,65,13,39,60,67,1007.9,999.6,22.1,24.3,No,No
19.2,23.8,0,NA,33,22,61,51,1006.3,1007.8,21.2,22.3,No,No
18.3,25.3,0,31,11,20,80,70,1010.3,1005.5,19.1,24.4,No,No
18.2,24.1,0,56,31,22,53,44,1012.4,1013,21.2,23.2,No,No
18,23.1,0,31,9,20,51,50,1018.5,1016.6,20.7,22.2,No,No
16.8,25.7,0,46,6,31,65,61,1018.6,1016,22.5,24.1,No,No
20.5,26.4,0,57,15,33,63,69,1016.9,1014.8,24.8,25.1,No,No
20.7,26.1,0,41,11,13,84,81,1015.4,1012.8,21.1,23.8,No,Yes
21,24.3,1.6,54,17,28,82,71,1013.7,1013.9,22.4,22.7,Yes,No
19.8,26.8,0,59,9,22,77,71,1011.5,1005.7,23.2,25.6,No,Yes
19.9,30.4,28.6,57,19,37,67,66,1007.8,1011.3,24.1,22.7,Yes,No
18.8,21.7,0,31,11,15,50,53,1021,1020.6,20.6,20.7,No,No
18.9,24.2,0,30,2,13,75,61,1019.2,1015.9,20.2,23.5,No,No
17.7,27.3,0,46,13,24,62,66,1009.7,1004.1,23.6,25.4,No,No
19.4,28.1,0,54,13,17,59,50,1007.4,1004,23.4,26.9,No,No
19.3,25.2,0,46,17,24,64,57,1015.6,1014.4,22.2,23.9,No,No
21.4,28.4,0,43,15,24,68,69,1014.5,1011.4,25.2,27.5,No,No
21.2,28.5,0,37,17,17,78,76,1018.8,1017.7,23.2,26.3,No,No
22,28.8,0,48,15,22,76,70,1020.2,1017.5,26.3,27.7,No,No
22.4,30.4,0,52,11,15,69,66,1015.9,1012.8,26.9,27.1,No,No
20.5,26.3,0.2,35,9,15,82,66,1019.4,1018.7,21.8,25.9,No,No
21.3,28.2,0.2,26,11,17,80,64,1020.7,1019.9,24.4,26.8,No,No
22.8,29.3,0,44,17,22,64,50,1020.6,1018.3,27.1,27.9,No,No
21.2,28,0,NA,6,31,55,55,1016.1,1011.7,25.8,27.4,No,No
21.8,29.9,0,48,13,31,72,64,1010.6,1007.8,25.7,26.9,No,No
22,28.7,0,NA,2,13,81,78,1010.8,1009.1,24.3,25.2,No,Yes
20.6,22.9,21,33,19,13,96,92,1013.6,1012.6,21.1,21.1,Yes,Yes
20.4,24.4,9.6,56,22,30,76,78,1014.7,1013.3,22.9,22.9,Yes,Yes
18.9,28.8,4.8,43,6,20,94,77,1010.2,1005.6,21.2,24.5,Yes,No
21.1,34.2,0,54,6,28,55,32,999.1,997.2,28.6,33.4,No,No
22,29,0,35,11,24,45,57,1004,1004.2,26.1,24.8,No,No
21.2,27.6,0,33,6,22,67,63,1008.6,1005.8,24.7,26.6,No,No
20.7,35.7,0,39,7,24,35,23,1008,1005.2,27,33.5,No,No
20.7,29.1,0,39,13,20,73,43,1011.7,1010,24.5,28.6,No,No
20.9,22.7,0,44,28,24,66,61,1014.9,1015.2,21.7,21.7,No,Yes
18.1,24.8,6.2,48,20,26,88,64,1014.3,1011.9,20.3,23.9,Yes,Yes
19.7,28,18,59,2,20,78,61,1011,1010.6,24.4,27.1,Yes,No
22.5,28.3,0.2,37,9,19,68,58,1014.5,1012.1,26.4,27.5,No,No
22.4,29.1,0,52,11,30,74,61,1010.1,1007,25.8,28.7,No,No
22.7,29.1,0,43,15,24,69,54,1008.1,1004.9,26.7,28.3,No,No
21.6,34.4,1,59,6,19,77,44,1003.1,1001.6,25,31.2,No,No
20.2,20.4,0.6,35,20,17,84,88,1013.2,1013.3,20.4,19.7,No,Yes
18.9,20.4,33,37,20,13,96,93,1013.3,1012.5,19.2,20.2,Yes,Yes
17.3,20.5,57,43,17,6,95,92,1013.3,1013.5,17.9,18.2,Yes,Yes
14.6,24.3,14,57,17,35,54,47,1012.9,1011,19,22.1,Yes,No
15.2,27.3,0,48,20,17,43,28,1009.4,1005.4,19.6,26.8,No,No
17,26.1,0,26,9,19,59,42,1008.1,1005.8,21.4,24.2,No,No
19.3,26.6,0,37,9,19,75,55,1009.5,1009.3,22,24.2,No,Yes
